prov_insc;anio_div;anio_mat;dur_mat;cau_div;edad_hom;niv_insth;edad_muj;niv_instm
Cotopaxi;2017;1999;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Superior Universitario;40; Secundaria
Azuay;2018;1991;27;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Educación básica;48; Primaria
Chimborazo;2018;2000;17;Por mutuo consentimiento vía judicial;46;Primaria;44; Secundaria
Pichincha;2018;2010;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;47;Superior Universitario;39; Superior Universitario
Pichincha;2018;2006;11;Por mutuo consentimiento vía notarial;74;Superior no Universitario;62; Superior no Universitario
Pichincha;2018;1997;20;Por mutuo consentimiento vía judicial;39;Educación media / Bachillerato;39; Educación media / Bachillerato
Pichincha;2018;2014;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;35;Superior Universitario;34; Superior Universitario
Pichincha;2018;2012;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;44;Educación media / Bachillerato;43; Educación media / Bachillerato
Pichincha;2018;1994;23;Por mutuo consentimiento vía notarial;42;Educación media / Bachillerato;46; Educación media / Bachillerato
Pichincha;2017;1999;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;41;Educación media / Bachillerato;45; Educación media / Bachillerato
Pichincha;2018;1999;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;41;Educación básica;39; Educación básica
Pichincha;2018;2003;14;Por mutuo consentimiento vía judicial;41;Educación media / Bachillerato;36; Educación media / Bachillerato
Pichincha;2018;2003;14;Por mutuo consentimiento vía judicial;39;Educación media / Bachillerato;36; Educación media / Bachillerato
Pichincha;2018;1998;20;Por mutuo consentimiento vía notarial;39;Educación media / Bachillerato;36; Educación media / Bachillerato
Pichincha;2018;2000;18;Por mutuo consentimiento vía notarial;40;Educación media / Bachillerato;37; Educación media / Bachillerato
Pichincha;2017;2009;8;Por mutuo consentimiento vía judicial;35;Educación media / Bachillerato;37; Educación media / Bachillerato
Santo Domingo de los Tsáchilas;2018;2015;3;Por mutuo consentimiento vía judicial;33;Superior Universitario;31; Superior Universitario
Guayas;2015;2010;5;Por mutuo consentimiento vía notarial;29;Secundaria;24; Secundaria
Pichincha;2018;2007;10;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;32;Educación media / Bachillerato;28; Educación media / Bachillerato
Pichincha;2018;2013;5;Por mutuo consentimiento vía judicial;34;Educación media / Bachillerato;32; Educación media / Bachillerato
Pichincha;2018;2006;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;34;Educación básica;30; Educación básica
Santo Domingo de los Tsáchilas;2018;2013;4;Por mutuo consentimiento vía judicial;30;Educación media / Bachillerato;29; Superior Universitario
Pichincha;2018;2006;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;35;Educación básica;35; Educación básica
Pichincha;2017;2011;6;Por mutuo consentimiento vía judicial;30;Educación media / Bachillerato;24; Superior Universitario
Pichincha;2018;2005;12;Por mutuo consentimiento vía judicial;34;Superior no Universitario;33; Educación media / Bachillerato
Pichincha;2018;2012;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;33;Educación media / Bachillerato;29; Educación media / Bachillerato
Pichincha;2018;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;35;Educación media / Bachillerato;29; Secundaria
Pichincha;2018;2009;8;Por mutuo consentimiento vía judicial;29;Educación media / Bachillerato;25; Educación media / Bachillerato
Pichincha;2018;2006;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;30;Educación básica;32; Educación básica
Pichincha;2018;2009;8;Por mutuo consentimiento vía judicial;28;Educación media / Bachillerato;26; Educación media / Bachillerato
Pichincha;2018;2010;7;Por mutuo consentimiento vía notarial;29;Educación media / Bachillerato;26; Educación básica
Pichincha;2018;2012;6;Por mutuo consentimiento vía judicial;28;Educación básica;24; Educación media / Bachillerato
Pichincha;2018;2014;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;25;Educación media / Bachillerato;24; Educación media / Bachillerato
Imbabura;2018;2010;7;Por mutuo consentimiento vía judicial;31;Primaria;29; Primaria
Santo Domingo de los Tsáchilas;2018;2012;5;Por mutuo consentimiento vía judicial;32;Superior Universitario;34; Educación media / Bachillerato
Santo Domingo de los Tsáchilas;2018;2008;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;32;Educación media / Bachillerato;31; Educación media / Bachillerato
Pichincha;2018;2010;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;31;Educación media / Bachillerato;34; Educación básica
Tungurahua;2018;2011;6;El adulterio de uno de los cónyuges;30;Educación media / Bachillerato;27; Educación media / Bachillerato
Pichincha;2018;2006;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;46;Educación media / Bachillerato;45; Educación media / Bachillerato
Pichincha;2018;2017;0;Por mutuo consentimiento vía notarial;25;Educación media / Bachillerato;26; Superior Universitario
Pichincha;2018;2012;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;28;Educación media / Bachillerato;25; Educación media / Bachillerato
Pichincha;2017;2017;0;Por mutuo consentimiento vía notarial;25;Superior Universitario;25; Superior no Universitario
Pichincha;2017;2009;8;Por mutuo consentimiento vía judicial;28;Educación media / Bachillerato;29; Educación media / Bachillerato
Pichincha;2018;2011;7;Por mutuo consentimiento vía judicial;27;Superior Universitario;23; Superior Universitario
Tungurahua;2012;1989;23;Por mutuo consentimiento vía judicial;49;Educación media / Bachillerato;44; Educación media / Bachillerato
Tungurahua;2017;2011;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Educación media / Bachillerato;47; Superior Universitario
Tungurahua;2018;1995;23;Por mutuo consentimiento vía judicial;45;Secundaria;38; Secundaria
Tungurahua;2018;1997;20;Por mutuo consentimiento vía judicial;39;Educación básica;38; Educación básica
Tungurahua;2018;2015;2;Por mutuo consentimiento vía notarial;39;Superior Universitario;26; Superior Universitario
Tungurahua;2017;2012;4;Por mutuo consentimiento vía judicial;32;Secundaria;32; Educación media / Bachillerato
Tungurahua;2016;2002;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;37;Educación básica;32; Educación básica
Tungurahua;2017;2014;3;Por mutuo consentimiento vía judicial;28;Educación media / Bachillerato;28; Educación media / Bachillerato
Tungurahua;2018;2007;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;31;Superior Universitario;30; Superior Universitario
Tungurahua;2017;2007;10;Por mutuo consentimiento vía judicial;28;Educación básica;27; Educación media / Bachillerato
Tungurahua;2017;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;28;Educación media / Bachillerato;31; Secundaria
Tungurahua;2018;2007;10;Por mutuo consentimiento vía judicial;28;Educación media / Bachillerato;26; Superior Universitario
Loja;2018;2013;4;Por mutuo consentimiento vía judicial;26;Educación media / Bachillerato;26; Educación media / Bachillerato
Santa Elena;2018;2012;5;Por mutuo consentimiento vía judicial;25;Educación media / Bachillerato;21; Educación media / Bachillerato
Pichincha;2017;2013;3;Por mutuo consentimiento vía notarial;41;Educación media / Bachillerato;33; Educación media / Bachillerato
Pichincha;2011;2005;6;Por mutuo consentimiento vía judicial;34;Secundaria;33; Educación media / Bachillerato
Esmeraldas;2018;1984;33;Por mutuo consentimiento vía notarial;70;Educación media / Bachillerato;57; Superior Universitario
Azuay;2018;1992;25;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;55;Educación básica;62; Educación básica
Azuay;2018;1990;27;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;57;Educación básica;46; Primaria
Azuay;2018;2013;4;Por mutuo consentimiento vía notarial;40;Secundaria;41; Superior Universitario
Azuay;2017;2014;3;Sin Información;48;Superior Universitario;46; Superior Universitario
Azuay;2017;1986;31;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;51;Primaria;47; Primaria
Cañar;2018;1994;24;Por mutuo consentimiento vía judicial;48;Educación media / Bachillerato;48; Educación media / Bachillerato
El Oro;2009;1996;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;46;Primaria;44; Primaria
Azuay;2018;2010;7;Por mutuo consentimiento vía judicial;42;Posgrado;32; Superior Universitario
Pichincha;2018;2012;6;Por mutuo consentimiento vía notarial;29;Educación media / Bachillerato;41; Educación media / Bachillerato
Azuay;2015;2009;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;30;Secundaria;31; Superior Universitario
Azuay;2017;2005;12;Por mutuo consentimiento vía judicial;33;Primaria;31; Secundaria
Azuay;2018;2003;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;33;Secundaria;31; Secundaria
Pichincha;2018;1981;37;Por mutuo consentimiento vía notarial;61;Educación media / Bachillerato;57; Educación media / Bachillerato
Santo Domingo de los Tsáchilas;2018;1993;24;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;51;Jardín de Infantes;52; Posgrado
Bolívar;2018;2001;17;Por mutuo consentimiento vía judicial;39;Educación básica;36; Educación básica
Cotopaxi;2018;2011;6;Por mutuo consentimiento vía notarial;29;Superior Universitario;31; Superior Universitario
Cañar;2018;2000;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;55;Superior Universitario;37; Primaria
Cañar;2018;2002;16;Por mutuo consentimiento vía judicial;48;Educación media / Bachillerato;43; Educación media / Bachillerato
Cañar;2017;1999;18;Por mutuo consentimiento vía judicial;50;Primaria;40; Primaria
Cañar;2018;2012;6;Por mutuo consentimiento vía notarial;38;Educación media / Bachillerato;30; Educación media / Bachillerato
Cañar;2018;1999;19;Por mutuo consentimiento vía judicial;40;Educación media / Bachillerato;35; Educación media / Bachillerato
Cañar;2018;1995;22;Por mutuo consentimiento vía judicial;39;Primaria;39; Primaria
Guayas;2018;2007;10;Por mutuo consentimiento vía judicial;32;Secundaria;31; Secundaria
Carchi;2018;1982;36;Por mutuo consentimiento vía notarial;61;Educación básica;57; Educación básica
Carchi;2018;1991;27;Por mutuo consentimiento vía judicial;47;Educación media / Bachillerato;45; Educación media / Bachillerato
Pichincha;2018;2005;12;Por mutuo consentimiento vía judicial;42;Primaria;42; Educación básica
Pichincha;2018;2004;13;Por mutuo consentimiento vía judicial;37;Educación básica;36; Educación media / Bachillerato
Pichincha;2018;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;32;Educación media / Bachillerato;30; Educación media / Bachillerato
Cotopaxi;2018;2015;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;64;Superior Universitario;44; Superior Universitario
Cotopaxi;2017;2017;0;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;44;Primaria;36; Educación media / Bachillerato
Cotopaxi;2018;2008;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;40;Primaria;41; Educación media / Bachillerato
Cotopaxi;2018;2014;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;30;Superior Universitario;26; Educación media / Bachillerato
Chimborazo;2018;1991;26;Por mutuo consentimiento vía judicial;45;Primaria;47; Primaria
Chimborazo;2018;1991;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;46;Primaria;43; Secundaria
Chimborazo;2018;2001;16;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;45;Secundaria;31; Secundaria
Chimborazo;2018;2012;6;Por mutuo consentimiento vía judicial;35;Superior Universitario;29; Posgrado
Pastaza;2018;2008;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;33;Secundaria;33; Educación media / Bachillerato
Chimborazo;2018;2008;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;29;Educación media / Bachillerato;29; Superior no Universitario
Chimborazo;2018;2007;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;32;Primaria;31; Primaria
El Oro;2018;1981;36;Por mutuo consentimiento vía notarial;58;Secundaria;53; Secundaria
El Oro;2018;1999;19;Por mutuo consentimiento vía judicial;50;Superior Universitario;43; Superior Universitario
